AEROPLANE,AEROPLANE,1
AEROPLANE,AGAIN,0.285714286
AEROPLANE,ALL,0.142857143
AEROPLANE,ANOTHER,0.428571429
AEROPLANE,APPLE,0.285714286
AEROPLANE,ASLEEP,0.428571429
AEROPLANE,AUNT,0.142857143
AEROPLANE,BABY,0.142857143
AEROPLANE,BALL,0.142857143
AEROPLANE,BALLOON,0.428571429
AEROPLANE,BANANA,0.285714286
AEROPLANE,BATHROOM,0.142857143
AEROPLANE,BEDROOM,0.142857143
AEROPLANE,BICYCLE,0.142857143
AEROPLANE,BIN,0.142857143
AEROPLANE,BLOCK,0.142857143
AEROPLANE,BLOW,0.142857143
AEROPLANE,BLUE,0.142857143
AEROPLANE,BOTTLE,0.142857143
AEROPLANE,BOTTOM,0.142857143
AEROPLANE,BOWL,0.142857143
AEROPLANE,BREAD,0.142857143
AEROPLANE,BREAK,0.285714286
AEROPLANE,BREAKFAST,0.25
AEROPLANE,BRICK,0.142857143
AEROPLANE,BRING,0.142857143
AEROPLANE,BROKEN,0.428571429
AEROPLANE,BROOM,0.142857143
AEROPLANE,BROTHER,0.285714286
AEROPLANE,BRUSH,0.142857143
AEROPLANE,BUBBLES,0.142857143
AEROPLANE,BUMP,0.142857143
AEROPLANE,BUTTER,0.285714286
AEROPLANE,BUTTON,0.142857143
AEROPLANE,CAKE,0.142857143
AEROPLANE,CAR,0.142857143
AEROPLANE,CARDIGAN,0.285714286
AEROPLANE,CAREFUL,0.285714286
AEROPLANE,CARROTS,0.285714286
AEROPLANE,CARRY,0.142857143
AEROPLANE,CEREAL,0.285714286
AEROPLANE,CHAIR,0.285714286
AEROPLANE,CHIN,0.142857143
AEROPLANE,CHIPS,0.142857143
AEROPLANE,CHOCOLATE,0.285714286
AEROPLANE,CLEAN,0.285714286
AEROPLANE,CLOCK,0.142857143
AEROPLANE,CLOSE,0.142857143
AEROPLANE,COLD,0.142857143
AEROPLANE,COMPUTER,0.333333333
AEROPLANE,COOKER,0.285714286
AEROPLANE,CRY,0.142857143
AEROPLANE,CUDDLE,0.142857143
AEROPLANE,CUP,0.142857143
AEROPLANE,DANCE,0.142857143
AEROPLANE,DAY,0.142857143
AEROPLANE,DINNER,0.428571429
AEROPLANE,DOLL,0.142857143
AEROPLANE,DON'T,0.142857143
AEROPLANE,DOOR,0.142857143
AEROPLANE,DOWN,0.142857143
AEROPLANE,DOWNSTAIRS,0.285714286
AEROPLANE,DRAW,0.142857143
AEROPLANE,DRAWER,0.142857143
AEROPLANE,DRESS,0.142857143
AEROPLANE,DRINK,0.142857143
AEROPLANE,DROP,0.285714286
AEROPLANE,EAR,0.142857143
AEROPLANE,EMPTY,0.142857143
AEROPLANE,FACE,0.142857143
AEROPLANE,FALL,0.142857143
AEROPLANE,FIND,0.142857143
AEROPLANE,FINGER,0.285714286
AEROPLANE,FINISH,0.142857143
AEROPLANE,FLOWER,0.428571429
AEROPLANE,FRIDGE,0.142857143
